puzzle_id,solved,correct,time_seconds,nodes_explored,backtracks,arc_revisions,steps,error
lgp-test-4x6-32,True,True,0.0010,25,0,110,25,"{""1"": {""hobby"": ""gardening"", ""name"": ""Alice"", ""flower"": ""carnations"", ""occupation"": ""artist"", ""model"": ""honda civic"", ""lunch"": ""grilled cheese""}, ""2"": {""lunch"": ""pizza"", ""name"": ""Arnold"", ""model"": ""tesla model 3"", ""flower"": ""lilies"", ""occupation"": ""doctor"", ""hobby"": ""cooking""}, ""3"": {""model"": ""toyota camry"", ""occupation"": ""teacher"", ""hobby"": ""photography"", ""lunch"": ""stew"", ""name"": ""Eric"", ""flower"": ""roses""}, ""4"": {""name"": ""Peter"", ""model"": ""ford f150"", ""lunch"": ""spaghetti"", ""flower"": ""daffodils"", ""occupation"": ""engineer"", ""hobby"": ""painting""}}",
lgp-test-6x3-13,True,True,0.0020,61,51,124,61,"{""1"": {""occupation"": ""doctor"", ""name"": ""Carol"", ""genre"": ""mystery""}, ""2"": {""name"": ""Bob"", ""occupation"": ""artist"", ""genre"": ""science fiction""}, ""3"": {""name"": ""Eric"", ""occupation"": ""nurse"", ""genre"": ""historical fiction""}, ""4"": {""name"": ""Alice"", ""genre"": ""fantasy"", ""occupation"": ""lawyer""}, ""5"": {""name"": ""Arnold"", ""occupation"": ""teacher"", ""genre"": ""biography""}, ""6"": {""occupation"": ""engineer"", ""name"": ""Peter"", ""genre"": ""romance""}}",
lgp-test-4x6-23,True,True,0.0010,26,2,106,26,"{""1"": {""model"": ""iphone 13"", ""sport"": ""soccer"", ""color"": ""red"", ""name"": ""Peter"", ""smoothie"": ""cherry"", ""nationalitie"": ""swede""}, ""2"": {""sport"": ""tennis"", ""color"": ""green"", ""name"": ""Arnold"", ""smoothie"": ""dragonfruit"", ""model"": ""oneplus 9"", ""nationalitie"": ""norwegian""}, ""3"": {""name"": ""Eric"", ""nationalitie"": ""brit"", ""sport"": ""basketball"", ""color"": ""white"", ""smoothie"": ""desert"", ""model"": ""google pixel 6""}, ""4"": {""sport"": ""swimming"", ""color"": ""yellow"", ""name"": ""Alice"", ""model"": ""samsung galaxy s21"", ""smoothie"": ""watermelon"", ""nationalitie"": ""dane""}}",
lgp-test-2x5-2,True,False,0.0010,11,0,15,11,"{""1"": {""name"": ""Arnold"", ""hobby"": ""photography"", ""genre"": ""rock"", ""model"": ""ford f150"", ""pet"": ""dog""}, ""2"": {""name"": ""Eric"", ""hobby"": ""gardening"", ""genre"": ""pop"", ""model"": ""tesla model 3"", ""pet"": ""cat""}}",
lgp-test-4x2-13,True,True,0.0000,9,0,32,9,"{""1"": {""name"": ""Arnold"", ""animal"": ""cat""}, ""2"": {""name"": ""Alice"", ""animal"": ""horse""}, ""3"": {""name"": ""Peter"", ""animal"": ""bird""}, ""4"": {""name"": ""Eric"", ""animal"": ""fish""}}",
lgp-test-3x3-0,True,True,0.0010,14,6,27,14,"{""1"": {""occupation"": ""teacher"", ""name"": ""Peter"", ""education"": ""high school""}, ""2"": {""education"": ""associate"", ""name"": ""Arnold"", ""occupation"": ""engineer""}, ""3"": {""name"": ""Eric"", ""education"": ""bachelor"", ""occupation"": ""doctor""}}",
lgp-test-5x5-3,True,False,0.0010,28,3,142,28,"{""1"": {""name"": ""Alice"", ""flower"": ""tulips"", ""model"": ""ford f150"", ""occupation"": ""doctor"", ""smoothie"": ""watermelon""}, ""2"": {""name"": ""Bob"", ""flower"": ""carnations"", ""model"": ""toyota camry"", ""occupation"": ""lawyer"", ""smoothie"": ""lime""}, ""3"": {""model"": ""tesla model 3"", ""name"": ""Peter"", ""flower"": ""daffodils"", ""occupation"": ""teacher"", ""smoothie"": ""desert""}, ""4"": {""name"": ""Arnold"", ""flower"": ""lilies"", ""occupation"": ""artist"", ""model"": ""bmw 3 series"", ""smoothie"": ""cherry""}, ""5"": {""name"": ""Eric"", ""model"": ""honda civic"", ""flower"": ""roses"", ""occupation"": ""engineer"", ""smoothie"": ""dragonfruit""}}",
lgp-test-5x2-9,True,True,0.0000,23,15,56,23,"{""1"": {""name"": ""Peter"", ""month"": ""mar""}, ""2"": {""name"": ""Alice"", ""month"": ""feb""}, ""3"": {""name"": ""Eric"", ""month"": ""april""}, ""4"": {""month"": ""sept"", ""name"": ""Bob""}, ""5"": {""name"": ""Arnold"", ""month"": ""jan""}}",
lgp-test-5x6-6,True,True,0.0030,95,79,170,95,"{""1"": {""name"": ""Peter"", ""education"": ""high school"", ""model"": ""iphone 13"", ""vacation"": ""camping"", ""color"": ""white"", ""lunch"": ""spaghetti""}, ""2"": {""name"": ""Bob"", ""model"": ""huawei p50"", ""vacation"": ""mountain"", ""education"": ""bachelor"", ""color"": ""blue"", ""lunch"": ""stir fry""}, ""3"": {""name"": ""Eric"", ""education"": ""doctorate"", ""model"": ""samsung galaxy s21"", ""lunch"": ""pizza"", ""color"": ""yellow"", ""vacation"": ""city""}, ""4"": {""name"": ""Alice"", ""vacation"": ""cruise"", ""model"": ""oneplus 9"", ""color"": ""green"", ""education"": ""master"", ""lunch"": ""stew""}, ""5"": {""name"": ""Arnold"", ""model"": ""google pixel 6"", ""lunch"": ""grilled cheese"", ""vacation"": ""beach"", ""color"": ""red"", ""education"": ""associate""}}",
lgp-test-2x6-30,True,False,0.0000,13,0,21,13,"{""1"": {""name"": ""Eric"", ""cigar"": ""pall mall"", ""pet"": ""cat"", ""month"": ""april"", ""sport"": ""soccer"", ""height"": ""very short""}, ""2"": {""name"": ""Arnold"", ""cigar"": ""prince"", ""pet"": ""dog"", ""month"": ""sept"", ""sport"": ""basketball"", ""height"": ""short""}}",
lgp-test-2x4-2,True,True,0.0000,9,0,12,9,"{""1"": {""name"": ""Arnold"", ""house"": ""victorian"", ""cigar"": ""pall mall"", ""occupation"": ""doctor""}, ""2"": {""name"": ""Eric"", ""house"": ""colonial"", ""cigar"": ""prince"", ""occupation"": ""engineer""}}",
lgp-test-4x5-0,False,False,0.0010,0,0,82,0,,
lgp-test-6x3-36,True,True,0.0010,19,0,120,19,"{""1"": {""name"": ""Peter"", ""animal"": ""cat"", ""smoothie"": ""watermelon""}, ""2"": {""name"": ""Alice"", ""smoothie"": ""desert"", ""animal"": ""fish""}, ""3"": {""name"": ""Arnold"", ""animal"": ""dog"", ""smoothie"": ""dragonfruit""}, ""4"": {""name"": ""Eric"", ""animal"": ""bird"", ""smoothie"": ""blueberry""}, ""5"": {""name"": ""Bob"", ""animal"": ""horse"", ""smoothie"": ""cherry""}, ""6"": {""name"": ""Carol"", ""smoothie"": ""lime"", ""animal"": ""rabbit""}}",
lgp-test-6x2-5,True,True,0.0000,13,0,83,13,"{""1"": {""name"": ""Alice"", ""vacation"": ""mountain""}, ""2"": {""name"": ""Eric"", ""vacation"": ""camping""}, ""3"": {""name"": ""Peter"", ""vacation"": ""cultural""}, ""4"": {""name"": ""Carol"", ""vacation"": ""city""}, ""5"": {""name"": ""Bob"", ""vacation"": ""cruise""}, ""6"": {""name"": ""Arnold"", ""vacation"": ""beach""}}",
lgp-test-5x6-23,True,False,0.0010,31,1,150,31,"{""1"": {""model"": ""huawei p50"", ""hobby"": ""cooking"", ""genre"": ""classical"", ""animal"": ""fish"", ""education"": ""master"", ""name"": ""Bob""}, ""2"": {""genre"": ""hip hop"", ""model"": ""oneplus 9"", ""education"": ""high school"", ""name"": ""Alice"", ""animal"": ""cat"", ""hobby"": ""painting""}, ""3"": {""education"": ""associate"", ""model"": ""samsung galaxy s21"", ""animal"": ""bird"", ""name"": ""Arnold"", ""hobby"": ""photography"", ""genre"": ""rock""}, ""4"": {""education"": ""doctorate"", ""model"": ""iphone 13"", ""animal"": ""dog"", ""name"": ""Peter"", ""hobby"": ""gardening"", ""genre"": ""jazz""}, ""5"": {""education"": ""bachelor"", ""model"": ""google pixel 6"", ""animal"": ""horse"", ""name"": ""Eric"", ""hobby"": ""knitting"", ""genre"": ""pop""}}",
lgp-test-4x4-34,True,True,0.0010,17,0,64,17,"{""1"": {""name"": ""Alice"", ""cigar"": ""pall mall"", ""sport"": ""basketball"", ""model"": ""tesla model 3""}, ""2"": {""name"": ""Peter"", ""sport"": ""soccer"", ""cigar"": ""prince"", ""model"": ""honda civic""}, ""3"": {""sport"": ""tennis"", ""name"": ""Eric"", ""cigar"": ""dunhill"", ""model"": ""ford f150""}, ""4"": {""name"": ""Arnold"", ""sport"": ""swimming"", ""cigar"": ""blue master"", ""model"": ""toyota camry""}}",
lgp-test-4x4-8,True,False,0.0000,17,0,65,17,"{""1"": {""height"": ""very short"", ""name"": ""Alice"", ""smoothie"": ""cherry"", ""flower"": ""daffodils""}, ""2"": {""height"": ""tall"", ""name"": ""Eric"", ""smoothie"": ""watermelon"", ""flower"": ""roses""}, ""3"": {""height"": ""short"", ""smoothie"": ""desert"", ""name"": ""Peter"", ""flower"": ""lilies""}, ""4"": {""name"": ""Arnold"", ""height"": ""average"", ""flower"": ""carnations"", ""smoothie"": ""dragonfruit""}}",
lgp-test-6x3-7,True,True,0.0010,52,44,120,52,"{""1"": {""name"": ""Carol"", ""color"": ""blue"", ""month"": ""jan""}, ""2"": {""name"": ""Eric"", ""color"": ""purple"", ""month"": ""april""}, ""3"": {""name"": ""Peter"", ""color"": ""green"", ""month"": ""may""}, ""4"": {""month"": ""sept"", ""name"": ""Alice"", ""color"": ""red""}, ""5"": {""name"": ""Arnold"", ""color"": ""white"", ""month"": ""feb""}, ""6"": {""month"": ""mar"", ""name"": ""Bob"", ""color"": ""yellow""}}",
lgp-test-5x3-32,True,False,0.0010,17,2,77,17,"{""1"": {""child"": ""Timothy"", ""name"": ""Bob"", ""flower"": ""roses""}, ""2"": {""name"": ""Alice"", ""flower"": ""carnations"", ""child"": ""Meredith""}, ""3"": {""child"": ""Fred"", ""name"": ""Eric"", ""flower"": ""lilies""}, ""4"": {""child"": ""Bella"", ""name"": ""Peter"", ""flower"": ""daffodils""}, ""5"": {""flower"": ""tulips"", ""child"": ""Samantha"", ""name"": ""Arnold""}}",
lgp-test-2x3-18,True,True,0.0000,7,0,11,7,"{""1"": {""name"": ""Arnold"", ""smoothie"": ""desert"", ""model"": ""samsung galaxy s21""}, ""2"": {""name"": ""Eric"", ""smoothie"": ""cherry"", ""model"": ""iphone 13""}}",
lgp-test-3x5-1,True,True,0.0010,16,0,49,16,"{""1"": {""house"": ""colonial"", ""smoothie"": ""cherry"", ""name"": ""Eric"", ""height"": ""average"", ""sport"": ""tennis""}, ""2"": {""name"": ""Peter"", ""house"": ""ranch"", ""smoothie"": ""watermelon"", ""height"": ""short"", ""sport"": ""basketball""}, ""3"": {""house"": ""victorian"", ""sport"": ""soccer"", ""smoothie"": ""desert"", ""name"": ""Arnold"", ""height"": ""very short""}}",
lgp-test-5x4-11,True,False,0.0010,16,0,81,16,"{""1"": {""name"": ""Peter"", ""model"": ""huawei p50"", ""height"": ""short""}, ""2"": {""model"": ""oneplus 9"", ""name"": ""Alice"", ""height"": ""very tall""}, ""3"": {""height"": ""very short"", ""name"": ""Eric"", ""model"": ""iphone 13""}, ""4"": {""height"": ""average"", ""name"": ""Bob"", ""model"": ""samsung galaxy s21""}, ""5"": {""name"": ""Arnold"", ""height"": ""tall"", ""model"": ""google pixel 6""}}",
lgp-test-4x5-35,True,True,0.0010,21,0,96,21,"{""1"": {""genre"": ""science fiction"", ""name"": ""Arnold"", ""height"": ""short"", ""smoothie"": ""watermelon"", ""color"": ""red""}, ""2"": {""genre"": ""fantasy"", ""name"": ""Eric"", ""smoothie"": ""desert"", ""height"": ""very short"", ""color"": ""yellow""}, ""3"": {""smoothie"": ""dragonfruit"", ""genre"": ""mystery"", ""name"": ""Peter"", ""height"": ""tall"", ""color"": ""white""}, ""4"": {""height"": ""average"", ""smoothie"": ""cherry"", ""name"": ""Alice"", ""genre"": ""romance"", ""color"": ""green""}}",
lgp-test-4x6-33,True,True,0.0010,25,0,114,25,"{""1"": {""name"": ""Peter"", ""color"": ""green"", ""animal"": ""horse"", ""lunch"": ""pizza"", ""vacation"": ""city"", ""sport"": ""soccer""}, ""2"": {""name"": ""Eric"", ""animal"": ""fish"", ""color"": ""red"", ""lunch"": ""spaghetti"", ""vacation"": ""cruise"", ""sport"": ""basketball""}, ""3"": {""name"": ""Arnold"", ""animal"": ""cat"", ""lunch"": ""stew"", ""sport"": ""swimming"", ""color"": ""yellow"", ""vacation"": ""beach""}, ""4"": {""name"": ""Alice"", ""animal"": ""bird"", ""color"": ""white"", ""lunch"": ""grilled cheese"", ""sport"": ""tennis"", ""vacation"": ""mountain""}}",
lgp-test-6x2-37,True,True,0.0010,22,16,84,22,"{""1"": {""model"": ""bmw 3 series"", ""name"": ""Carol""}, ""2"": {""name"": ""Peter"", ""model"": ""tesla model 3""}, ""3"": {""model"": ""chevrolet silverado"", ""name"": ""Alice""}, ""4"": {""name"": ""Arnold"", ""model"": ""ford f150""}, ""5"": {""model"": ""honda civic"", ""name"": ""Eric""}, ""6"": {""name"": ""Bob"", ""model"": ""toyota camry""}}",
lgp-test-3x2-22,True,True,0.0000,7,0,17,7,"{""1"": {""name"": ""Arnold"", ""house"": ""colonial""}, ""2"": {""name"": ""Eric"", ""house"": ""victorian""}, ""3"": {""name"": ""Peter"", ""house"": ""ranch""}}",
lgp-test-3x4-23,True,True,0.0000,13,0,35,13,"{""1"": {""house"": ""victorian"", ""name"": ""Peter"", ""vacation"": ""city"", ""height"": ""short""}, ""2"": {""house"": ""ranch"", ""name"": ""Arnold"", ""vacation"": ""mountain"", ""height"": ""average""}, ""3"": {""house"": ""colonial"", ""name"": ""Eric"", ""vacation"": ""beach"", ""height"": ""very short""}}",
lgp-test-5x4-36,True,False,0.0010,28,9,107,28,"{""1"": {""child"": ""Bella"", ""flower"": ""lilies"", ""name"": ""Arnold"", ""color"": ""white""}, ""2"": {""name"": ""Peter"", ""color"": ""red"", ""child"": ""Fred"", ""flower"": ""daffodils""}, ""3"": {""name"": ""Alice"", ""flower"": ""tulips"", ""child"": ""Samantha"", ""color"": ""blue""}, ""4"": {""name"": ""Bob"", ""child"": ""Meredith"", ""color"": ""green"", ""flower"": ""carnations""}, ""5"": {""name"": ""Eric"", ""child"": ""Timothy"", ""color"": ""yellow"", ""flower"": ""roses""}}",
lgp-test-2x5-38,True,True,0.0000,11,0,19,11,"{""1"": {""name"": ""Arnold"", ""are"": ""Holly"", ""flower"": ""carnations"", ""month"": ""april"", ""genre"": ""mystery""}, ""2"": {""name"": ""Eric"", ""are"": ""Aniya"", ""genre"": ""science fiction"", ""flower"": ""daffodils"", ""month"": ""sept""}}",
lgp-test-4x4-18,True,True,0.0010,17,0,79,17,"{""1"": {""name"": ""Eric"", ""cigar"": ""prince"", ""lunch"": ""spaghetti"", ""genre"": ""romance""}, ""2"": {""name"": ""Arnold"", ""cigar"": ""pall mall"", ""lunch"": ""grilled cheese"", ""genre"": ""science fiction""}, ""3"": {""cigar"": ""blue master"", ""name"": ""Alice"", ""lunch"": ""pizza"", ""genre"": ""mystery""}, ""4"": {""cigar"": ""dunhill"", ""name"": ""Peter"", ""lunch"": ""stew"", ""genre"": ""fantasy""}}",
lgp-test-4x6-9,True,False,0.0010,25,0,93,25,"{""1"": {""occupation"": ""teacher"", ""name"": ""Arnold"", ""flower"": ""lilies"", ""height"": ""tall"", ""are"": ""Kailyn"", ""sport"": ""swimming""}, ""2"": {""occupation"": ""engineer"", ""name"": ""Eric"", ""flower"": ""carnations"", ""are"": ""Janelle"", ""height"": ""average"", ""sport"": ""basketball""}, ""3"": {""flower"": ""daffodils"", ""occupation"": ""doctor"", ""name"": ""Peter"", ""are"": ""Holly"", ""height"": ""very short"", ""sport"": ""tennis""}, ""4"": {""occupation"": ""artist"", ""name"": ""Alice"", ""are"": ""Aniya"", ""flower"": ""roses"", ""height"": ""short"", ""sport"": ""soccer""}}",
lgp-test-6x4-17,True,True,0.0020,25,0,178,25,"{""1"": {""genre"": ""classical"", ""education"": ""master"", ""nationalitie"": ""german"", ""name"": ""Bob""}, ""2"": {""nationalitie"": ""norwegian"", ""name"": ""Eric"", ""genre"": ""hip hop"", ""education"": ""associate""}, ""3"": {""nationalitie"": ""dane"", ""name"": ""Alice"", ""education"": ""doctorate"", ""genre"": ""rock""}, ""4"": {""nationalitie"": ""brit"", ""name"": ""Carol"", ""genre"": ""country"", ""education"": ""trade school""}, ""5"": {""education"": ""bachelor"", ""name"": ""Peter"", ""nationalitie"": ""chinese"", ""genre"": ""pop""}, ""6"": {""name"": ""Arnold"", ""genre"": ""jazz"", ""nationalitie"": ""swede"", ""education"": ""high school""}}",
lgp-test-3x4-12,True,True,0.0000,13,0,34,13,"{""1"": {""name"": ""Eric"", ""pet"": ""cat"", ""hobby"": ""gardening"", ""genre"": ""classical""}, ""2"": {""hobby"": ""photography"", ""name"": ""Peter"", ""pet"": ""fish"", ""genre"": ""rock""}, ""3"": {""hobby"": ""cooking"", ""name"": ""Arnold"", ""pet"": ""dog"", ""genre"": ""pop""}}",
lgp-test-4x3-25,True,True,0.0000,13,0,55,13,"{""1"": {""name"": ""Peter"", ""smoothie"": ""desert"", ""color"": ""white""}, ""2"": {""name"": ""Alice"", ""smoothie"": ""cherry"", ""color"": ""green""}, ""3"": {""name"": ""Arnold"", ""smoothie"": ""watermelon"", ""color"": ""yellow""}, ""4"": {""name"": ""Eric"", ""smoothie"": ""dragonfruit"", ""color"": ""red""}}",
lgp-test-6x6-28,False,False,0.0040,62,70,261,62,,
lgp-test-3x6-39,True,True,0.0010,19,0,64,19,"{""1"": {""name"": ""Eric"", ""child"": ""Meredith"", ""model"": ""google pixel 6"", ""genre"": ""mystery"", ""cigar"": ""pall mall"", ""height"": ""very short""}, ""2"": {""name"": ""Peter"", ""child"": ""Fred"", ""model"": ""samsung galaxy s21"", ""genre"": ""science fiction"", ""cigar"": ""prince"", ""height"": ""short""}, ""3"": {""name"": ""Arnold"", ""child"": ""Bella"", ""model"": ""iphone 13"", ""genre"": ""romance"", ""cigar"": ""blue master"", ""height"": ""average""}}",
lgp-test-2x2-2,True,True,0.0000,5,0,6,5,"{""1"": {""name"": ""Eric"", ""animal"": ""cat""}, ""2"": {""name"": ""Arnold"", ""animal"": ""horse""}}",
lgp-test-6x4-6,True,False,0.0020,45,23,166,45,"{""1"": {""name"": ""Arnold"", ""month"": ""sept"", ""hobby"": ""knitting"", ""cigar"": ""pall mall""}, ""2"": {""hobby"": ""photography"", ""month"": ""feb"", ""name"": ""Carol"", ""cigar"": ""yellow monster""}, ""3"": {""cigar"": ""blends"", ""month"": ""jan"", ""name"": ""Peter"", ""hobby"": ""gardening""}, ""4"": {""name"": ""Bob"", ""month"": ""may"", ""hobby"": ""cooking"", ""cigar"": ""blue master""}, ""5"": {""month"": ""mar"", ""name"": ""Alice"", ""cigar"": ""dunhill"", ""hobby"": ""painting""}, ""6"": {""hobby"": ""woodworking"", ""month"": ""april"", ""name"": ""Eric"", ""cigar"": ""prince""}}",
lgp-test-2x6-8,True,True,0.0000,13,0,21,13,"{""1"": {""name"": ""Eric"", ""cigar"": ""prince"", ""vacation"": ""beach"", ""smoothie"": ""desert"", ""month"": ""sept"", ""height"": ""very short""}, ""2"": {""name"": ""Arnold"", ""cigar"": ""pall mall"", ""vacation"": ""mountain"", ""smoothie"": ""cherry"", ""month"": ""april"", ""height"": ""short""}}",
lgp-test-5x5-5,True,False,0.0010,21,0,90,21,"{""1"": {""name"": ""Arnold"", ""color"": ""blonde"", ""height"": ""tall"", ""hobby"": ""gardening""}, ""2"": {""name"": ""Peter"", ""color"": ""black"", ""hobby"": ""photography"", ""height"": ""very tall""}, ""3"": {""name"": ""Bob"", ""hobby"": ""cooking"", ""color"": ""brown"", ""height"": ""average""}, ""4"": {""name"": ""Eric"", ""color"": ""gray"", ""hobby"": ""painting"", ""height"": ""short""}, ""5"": {""name"": ""Alice"", ""color"": ""red"", ""hobby"": ""knitting"", ""height"": ""very short""}}",
lgp-test-6x3-29,True,True,0.0030,83,90,120,83,"{""1"": {""house"": ""victorian"", ""cigar"": ""pall mall"", ""name"": ""Arnold""}, ""2"": {""house"": ""ranch"", ""name"": ""Alice"", ""cigar"": ""dunhill""}, ""3"": {""cigar"": ""blends"", ""house"": ""craftsman"", ""name"": ""Eric""}, ""4"": {""name"": ""Bob"", ""house"": ""modern"", ""cigar"": ""yellow monster""}, ""5"": {""house"": ""colonial"", ""name"": ""Carol"", ""cigar"": ""prince""}, ""6"": {""name"": ""Peter"", ""house"": ""mediterranean"", ""cigar"": ""blue master""}}",
lgp-test-3x2-18,True,True,0.0010,7,0,19,7,"{""1"": {""name"": ""Eric"", ""color"": ""red""}, ""2"": {""name"": ""Peter"", ""color"": ""white""}, ""3"": {""name"": ""Arnold"", ""color"": ""yellow""}}",
lgp-test-4x4-12,True,False,0.0010,17,0,64,17,"{""1"": {""genre"": ""jazz"", ""name"": ""Alice"", ""lunch"": ""pizza"", ""hobby"": ""painting""}, ""2"": {""name"": ""Eric"", ""lunch"": ""grilled cheese"", ""hobby"": ""cooking"", ""genre"": ""rock""}, ""3"": {""name"": ""Peter"", ""lunch"": ""stew"", ""genre"": ""pop"", ""hobby"": ""photography""}, ""4"": {""name"": ""Arnold"", ""hobby"": ""gardening"", ""lunch"": ""spaghetti"", ""genre"": ""classical""}}",
lgp-test-5x4-35,True,True,0.0010,21,0,114,21,"{""1"": {""smoothie"": ""lime"", ""child"": ""Meredith"", ""name"": ""Eric"", ""occupation"": ""lawyer""}, ""2"": {""name"": ""Bob"", ""occupation"": ""teacher"", ""smoothie"": ""dragonfruit"", ""child"": ""Fred""}, ""3"": {""name"": ""Alice"", ""child"": ""Bella"", ""occupation"": ""doctor"", ""smoothie"": ""watermelon""}, ""4"": {""name"": ""Arnold"", ""occupation"": ""engineer"", ""smoothie"": ""desert"", ""child"": ""Samantha""}, ""5"": {""name"": ""Peter"", ""occupation"": ""artist"", ""smoothie"": ""cherry"", ""child"": ""Timothy""}}",
lgp-test-5x5-31,True,True,0.0020,26,1,150,26,"{""1"": {""name"": ""Eric"", ""smoothie"": ""lime"", ""model"": ""huawei p50"", ""occupation"": ""doctor"", ""are"": ""Penny""}, ""2"": {""name"": ""Arnold"", ""model"": ""oneplus 9"", ""smoothie"": ""desert"", ""are"": ""Aniya"", ""occupation"": ""lawyer""}, ""3"": {""name"": ""Alice"", ""are"": ""Holly"", ""occupation"": ""teacher"", ""smoothie"": ""dragonfruit"", ""model"": ""google pixel 6""}, ""4"": {""name"": ""Peter"", ""model"": ""samsung galaxy s21"", ""are"": ""Kailyn"", ""smoothie"": ""watermelon"", ""occupation"": ""engineer""}, ""5"": {""name"": ""Bob"", ""model"": ""iphone 13"", ""smoothie"": ""cherry"", ""occupation"": ""artist"", ""are"": ""Janelle""}}",
