id,grid_solution,steps
lgp-test-6x2-21,"{""header"": [""House"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""photography"", ""Alice""], [""2"", ""woodworking"", ""Bob""], [""3"", ""cooking"", ""Peter""], [""4"", ""gardening"", ""Carol""], [""5"", ""painting"", ""Arnold""], [""6"", ""knitting"", ""Eric""]]}",13
lgp-test-5x6-19,"{""header"": [""House"", ""Are"", ""Child"", ""Drink"", ""Name"", ""Pet"", ""Smoothie""], ""rows"": [[""1"", ""Janelle"", ""Timothy"", ""root beer"", ""Eric"", ""bird"", ""cherry""], [""2"", ""Kailyn"", ""Meredith"", ""water"", ""Bob"", ""fish"", ""lime""], [""3"", ""Penny"", ""Bella"", ""coffee"", ""Peter"", ""cat"", ""dragonfruit""], [""4"", ""Holly"", ""Samantha"", ""milk"", ""Alice"", ""dog"", ""desert""], [""5"", ""Aniya"", ""Fred"", ""tea"", ""Arnold"", ""hamster"", ""watermelon""]]}",32
lgp-test-6x6-17,"{""header"": [""House"", ""Animal"", ""Are"", ""House"", ""Lunch"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""horse"", ""Penny"", ""victorian"", ""soup"", ""Carol"", ""desert""], [""2"", ""cat"", ""Aniya"", ""ranch"", ""grilled cheese"", ""Bob"", ""dragonfruit""], [""3"", ""bird"", ""Sarah"", ""colonial"", ""spaghetti"", ""Alice"", ""blueberry""], [""4"", ""dog"", ""Janelle"", ""mediterranean"", ""stew"", ""Peter"", ""watermelon""], [""5"", ""fish"", ""Holly"", ""craftsman"", ""stir fry"", ""Eric"", ""cherry""], [""6"", ""rabbit"", ""Kailyn"", ""modern"", ""pizza"", ""Arnold"", ""lime""]]}",75
lgp-test-4x6-39,"{""header"": [""House"", ""Color"", ""Drink"", ""Flower"", ""Height"", ""Model"", ""Name""], ""rows"": [[""1"", ""yellow"", ""water"", ""roses"", ""short"", ""honda civic"", ""Arnold""], [""2"", ""green"", ""coffee"", ""carnations"", ""very short"", ""toyota camry"", ""Eric""], [""3"", ""red"", ""milk"", ""lilies"", ""average"", ""tesla model 3"", ""Peter""], [""4"", ""white"", ""tea"", ""daffodils"", ""tall"", ""ford f150"", ""Alice""]]}",28
lgp-test-3x2-8,"{""header"": [""House"", ""Height"", ""Name""], ""rows"": [[""1"", ""very short"", ""Arnold""], [""2"", ""average"", ""Eric""], [""3"", ""short"", ""Peter""]]}",7
lgp-test-3x5-31,"{""header"": [""House"", ""Are"", ""Drink"", ""Flower"", ""Name"", ""Sport""], ""rows"": [[""1"", ""Holly"", ""water"", ""carnations"", ""Eric"", ""basketball""], [""2"", ""Aniya"", ""tea"", ""daffodils"", ""Arnold"", ""soccer""], [""3"", ""Janelle"", ""milk"", ""lilies"", ""Peter"", ""tennis""]]}",16
lgp-test-3x2-15,"{""header"": [""House"", ""Height"", ""Name""], ""rows"": [[""1"", ""short"", ""Eric""], [""2"", ""average"", ""Arnold""], [""3"", ""very short"", ""Peter""]]}",7
lgp-test-3x4-8,"{""header"": [""House"", ""Name"", ""Pet"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""Arnold"", ""dog"", ""soccer"", ""beach""], [""2"", ""Peter"", ""fish"", ""basketball"", ""mountain""], [""3"", ""Eric"", ""cat"", ""tennis"", ""city""]]}",13
lgp-test-3x3-38,"{""header"": [""House"", ""Hobby"", ""House"", ""Name""], ""rows"": [[""1"", ""gardening"", ""ranch"", ""Eric""], [""2"", ""cooking"", ""colonial"", ""Arnold""], [""3"", ""photography"", ""victorian"", ""Peter""]]}",10
lgp-test-6x5-33,"{""header"": [""House"", ""Education"", ""Height"", ""Lunch"", ""Name"", ""Sport""], ""rows"": [[""1"", ""associate"", ""short"", ""pizza"", ""Peter"", ""tennis""], [""2"", ""bachelor"", ""tall"", ""spaghetti"", ""Eric"", ""soccer""], [""3"", ""high school"", ""very short"", ""soup"", ""Arnold"", ""baseball""], [""4"", ""trade school"", ""very tall"", ""stir fry"", ""Carol"", ""volleyball""], [""5"", ""doctorate"", ""super tall"", ""grilled cheese"", ""Alice"", ""basketball""], [""6"", ""master"", ""average"", ""stew"", ""Bob"", ""swimming""]]}",32
lgp-test-6x2-20,"{""header"": [""House"", ""Flower"", ""Name""], ""rows"": [[""1"", ""tulips"", ""Peter""], [""2"", ""lilies"", ""Arnold""], [""3"", ""carnations"", ""Eric""], [""4"", ""roses"", ""Alice""], [""5"", ""iris"", ""Carol""], [""6"", ""daffodils"", ""Bob""]]}",17
lgp-test-2x4-29,"{""header"": [""House"", ""Animal"", ""Are"", ""Child"", ""Name""], ""rows"": [[""1"", ""horse"", ""Aniya"", ""Fred"", ""Eric""], [""2"", ""cat"", ""Holly"", ""Bella"", ""Arnold""]]}",9
lgp-test-2x4-38,"{""header"": [""House"", ""Child"", ""Education"", ""Month"", ""Name""], ""rows"": [[""1"", ""Bella"", ""associate"", ""april"", ""Arnold""], [""2"", ""Fred"", ""high school"", ""sept"", ""Eric""]]}",9
lgp-test-6x5-21,"{""header"": [""House"", ""Color"", ""Genre"", ""Hobby"", ""House"", ""Name""], ""rows"": [[""1"", ""red"", ""pop"", ""photography"", ""modern"", ""Alice""], [""2"", ""blonde"", ""rock"", ""cooking"", ""colonial"", ""Eric""], [""3"", ""brown"", ""hip hop"", ""gardening"", ""victorian"", ""Arnold""], [""4"", ""black"", ""classical"", ""woodworking"", ""ranch"", ""Peter""], [""5"", ""auburn"", ""country"", ""knitting"", ""mediterranean"", ""Bob""], [""6"", ""gray"", ""jazz"", ""painting"", ""craftsman"", ""Carol""]]}",48
lgp-test-2x5-17,"{""header"": [""House"", ""Animal"", ""Cigar"", ""Education"", ""Name"", ""Sport""], ""rows"": [[""1"", ""horse"", ""prince"", ""associate"", ""Eric"", ""basketball""], [""2"", ""cat"", ""pall mall"", ""high school"", ""Arnold"", ""soccer""]]}",11
lgp-test-2x4-26,"{""header"": [""House"", ""Drink"", ""Name"", ""Smoothie"", ""Sport""], ""rows"": [[""1"", ""water"", ""Arnold"", ""cherry"", ""basketball""], [""2"", ""tea"", ""Eric"", ""desert"", ""soccer""]]}",9
lgp-test-3x4-26,"{""header"": [""House"", ""Lunch"", ""Name"", ""Pet"", ""Smoothie""], ""rows"": [[""1"", ""spaghetti"", ""Arnold"", ""dog"", ""watermelon""], [""2"", ""pizza"", ""Eric"", ""cat"", ""desert""], [""3"", ""grilled cheese"", ""Peter"", ""fish"", ""cherry""]]}",14
lgp-test-6x6-12,"{""header"": [""House"", ""Animal"", ""Genre"", ""Hobby"", ""House"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""rabbit"", ""rock"", ""knitting"", ""colonial"", ""Arnold"", ""german""], [""2"", ""bird"", ""hip hop"", ""cooking"", ""modern"", ""Eric"", ""norwegian""], [""3"", ""fish"", ""country"", ""painting"", ""victorian"", ""Peter"", ""brit""], [""4"", ""dog"", ""pop"", ""gardening"", ""craftsman"", ""Carol"", ""swede""], [""5"", ""cat"", ""classical"", ""photography"", ""mediterranean"", ""Alice"", ""dane""], [""6"", ""horse"", ""jazz"", ""woodworking"", ""ranch"", ""Bob"", ""chinese""]]}",38
lgp-test-2x2-8,"{""header"": [""House"", ""Height"", ""Name""], ""rows"": [[""1"", ""short"", ""Arnold""], [""2"", ""very short"", ""Eric""]]}",5
lgp-test-6x2-22,"{""header"": [""House"", ""Color"", ""Name""], ""rows"": [[""1"", ""red"", ""Peter""], [""2"", ""blue"", ""Eric""], [""3"", ""green"", ""Arnold""], [""4"", ""white"", ""Bob""], [""5"", ""purple"", ""Alice""], [""6"", ""yellow"", ""Carol""]]}",16
lgp-test-3x4-29,"{""header"": [""House"", ""Cigar"", ""Genre"", ""Name"", ""Pet""], ""rows"": [[""1"", ""prince"", ""science fiction"", ""Eric"", ""dog""], [""2"", ""pall mall"", ""romance"", ""Arnold"", ""cat""], [""3"", ""blue master"", ""mystery"", ""Peter"", ""fish""]]}",13
lgp-test-4x5-36,"{""header"": [""House"", ""Animal"", ""Child"", ""Color"", ""Flower"", ""Name""], ""rows"": [[""1"", ""fish"", ""Samantha"", ""red"", ""roses"", ""Peter""], [""2"", ""cat"", ""Bella"", ""brown"", ""daffodils"", ""Alice""], [""3"", ""bird"", ""Fred"", ""blonde"", ""carnations"", ""Arnold""], [""4"", ""horse"", ""Meredith"", ""black"", ""lilies"", ""Eric""]]}",22
lgp-test-5x5-23,"{""header"": [""House"", ""Animal"", ""Are"", ""Child"", ""Name"", ""Sport""], ""rows"": [[""1"", ""dog"", ""Kailyn"", ""Samantha"", ""Peter"", ""tennis""], [""2"", ""fish"", ""Aniya"", ""Timothy"", ""Bob"", ""basketball""], [""3"", ""cat"", ""Janelle"", ""Meredith"", ""Arnold"", ""baseball""], [""4"", ""horse"", ""Penny"", ""Bella"", ""Eric"", ""swimming""], [""5"", ""bird"", ""Holly"", ""Fred"", ""Alice"", ""soccer""]]}",26
lgp-test-5x2-34,"{""header"": [""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""toyota camry"", ""Eric""], [""2"", ""ford f150"", ""Bob""], [""3"", ""bmw 3 series"", ""Alice""], [""4"", ""tesla model 3"", ""Peter""], [""5"", ""honda civic"", ""Arnold""]]}",11
lgp-test-3x4-11,"{""header"": [""House"", ""Animal"", ""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""bird"", ""colonial"", ""ford f150"", ""Eric""], [""2"", ""horse"", ""ranch"", ""toyota camry"", ""Peter""], [""3"", ""cat"", ""victorian"", ""tesla model 3"", ""Arnold""]]}",13
lgp-test-3x6-18,"{""header"": [""House"", ""Color"", ""Genre"", ""Lunch"", ""Name"", ""Sport""], ""rows"": [[""1"", ""black"", ""mystery"", ""grilled cheese"", ""Arnold"", ""basketball""], [""2"", ""blonde"", ""science fiction"", ""spaghetti"", ""Peter"", ""soccer""], [""3"", ""brown"", ""romance"", ""pizza"", ""Eric"", ""tennis""]]}",16
lgp-test-6x4-9,"{""header"": [""House"", ""Color"", ""Model"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""green"", ""xiaomi mi 11"", ""Carol"", ""chinese""], [""2"", ""purple"", ""oneplus 9"", ""Arnold"", ""norwegian""], [""3"", ""red"", ""google pixel 6"", ""Alice"", ""german""], [""4"", ""yellow"", ""huawei p50"", ""Eric"", ""dane""], [""5"", ""white"", ""samsung galaxy s21"", ""Bob"", ""swede""], [""6"", ""blue"", ""iphone 13"", ""Peter"", ""brit""]]}",28
lgp-test-5x2-29,"{""header"": [""House"", ""Child"", ""Name""], ""rows"": [[""1"", ""Fred"", ""Peter""], [""2"", ""Timothy"", ""Alice""], [""3"", ""Samantha"", ""Bob""], [""4"", ""Bella"", ""Arnold""], [""5"", ""Meredith"", ""Eric""]]}",12
lgp-test-3x5-37,"{""header"": [""House"", ""Animal"", ""Hobby"", ""Model"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""horse"", ""cooking"", ""google pixel 6"", ""Eric"", ""engineer""], [""2"", ""bird"", ""gardening"", ""samsung galaxy s21"", ""Peter"", ""doctor""], [""3"", ""cat"", ""photography"", ""iphone 13"", ""Arnold"", ""teacher""]]}",25
lgp-test-5x4-32,"{""header"": [""House"", ""Color"", ""Model"", ""Name""], ""rows"": [[""1"", ""black"", ""bmw 3 series"", ""Alice""], [""2"", ""red"", ""honda civic"", ""Eric""], [""3"", ""brown"", ""tesla model 3"", ""Arnold""], [""4"", ""gray"", ""toyota camry"", ""Peter""], [""5"", ""blonde"", ""ford f150"", ""Bob""]]}",23
lgp-test-5x2-20,"{""header"": [""House"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""photography"", ""Alice""], [""2"", ""painting"", ""Eric""], [""3"", ""cooking"", ""Arnold""], [""4"", ""gardening"", ""Peter""], [""5"", ""knitting"", ""Bob""]]}",11
lgp-test-4x4-38,"{""header"": [""House"", ""Color"", ""Month"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""yellow"", ""april"", ""Arnold"", ""artist""], [""2"", ""white"", ""sept"", ""Peter"", ""doctor""], [""3"", ""green"", ""feb"", ""Alice"", ""engineer""], [""4"", ""red"", ""jan"", ""Eric"", ""teacher""]]}",17
lgp-test-5x3-22,"{""header"": [""House"", ""Name"", ""Nationalitie"", ""Smoothie""], ""rows"": [[""1"", ""Arnold"", ""swede"", ""lime""], [""2"", ""Peter"", ""german"", ""dragonfruit""], [""3"", ""Alice"", ""norwegian"", ""watermelon""], [""4"", ""Bob"", ""dane"", ""desert""], [""5"", ""Eric"", ""brit"", ""cherry""]]}",16
lgp-test-4x5-30,"{""header"": [""House"", ""Flower"", ""Genre"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""carnations"", ""classical"", ""Peter"", ""cruise""], [""2"", ""roses"", ""pop"", ""Eric"", ""city""], [""3"", ""daffodils"", ""rock"", ""Arnold"", ""mountain""], [""4"", ""lilies"", ""jazz"", ""Alice"", ""beach""]]}",17
lgp-test-2x3-35,"{""header"": [""House"", ""House"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""victorian"", ""grilled cheese"", ""Arnold""], [""2"", ""colonial"", ""pizza"", ""Eric""]]}",7
lgp-test-2x4-22,"{""header"": [""House"", ""Child"", ""Color"", ""Name"", ""Pet""], ""rows"": [[""1"", ""Fred"", ""black"", ""Arnold"", ""cat""], [""2"", ""Bella"", ""brown"", ""Eric"", ""dog""]]}",9
lgp-test-4x6-16,"{""header"": [""House"", ""Child"", ""Hobby"", ""Lunch"", ""Month"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""Bella"", ""painting"", ""stew"", ""feb"", ""Alice"", ""artist""], [""2"", ""Samantha"", ""cooking"", ""pizza"", ""jan"", ""Peter"", ""teacher""], [""3"", ""Fred"", ""photography"", ""grilled cheese"", ""sept"", ""Eric"", ""engineer""], [""4"", ""Meredith"", ""gardening"", ""spaghetti"", ""april"", ""Arnold"", ""doctor""]]}",25
lgp-test-6x3-17,"{""header"": [""House"", ""Height"", ""Model"", ""Name""], ""rows"": [[""1"", ""very tall"", ""samsung galaxy s21"", ""Alice""], [""2"", ""super tall"", ""xiaomi mi 11"", ""Peter""], [""3"", ""tall"", ""huawei p50"", ""Eric""], [""4"", ""short"", ""google pixel 6"", ""Bob""], [""5"", ""average"", ""iphone 13"", ""Arnold""], [""6"", ""very short"", ""oneplus 9"", ""Carol""]]}",20
lgp-test-2x2-9,"{""header"": [""House"", ""Genre"", ""Name""], ""rows"": [[""1"", ""rock"", ""Arnold""], [""2"", ""pop"", ""Eric""]]}",5
lgp-test-2x3-34,"{""header"": [""House"", ""Model"", ""Name"", ""Sport""], ""rows"": [[""1"", ""ford f150"", ""Eric"", ""soccer""], [""2"", ""tesla model 3"", ""Arnold"", ""basketball""]]}",7
lgp-test-6x5-31,"{""header"": [""House"", ""Are"", ""Color"", ""House"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""Kailyn"", ""white"", ""victorian"", ""grilled cheese"", ""Eric""], [""2"", ""Holly"", ""yellow"", ""mediterranean"", ""pizza"", ""Carol""], [""3"", ""Penny"", ""blue"", ""ranch"", ""stew"", ""Alice""], [""4"", ""Aniya"", ""red"", ""modern"", ""spaghetti"", ""Arnold""], [""5"", ""Janelle"", ""green"", ""colonial"", ""soup"", ""Peter""], [""6"", ""Sarah"", ""purple"", ""craftsman"", ""stir fry"", ""Bob""]]}",78
lgp-test-4x3-28,"{""header"": [""House"", ""Animal"", ""Color"", ""Name""], ""rows"": [[""1"", ""bird"", ""red"", ""Eric""], [""2"", ""cat"", ""yellow"", ""Alice""], [""3"", ""horse"", ""green"", ""Peter""], [""4"", ""fish"", ""white"", ""Arnold""]]}",24
lgp-test-3x4-27,"{""header"": [""House"", ""Hobby"", ""Name"", ""Nationalitie"", ""Smoothie""], ""rows"": [[""1"", ""cooking"", ""Arnold"", ""dane"", ""cherry""], [""2"", ""photography"", ""Peter"", ""brit"", ""watermelon""], [""3"", ""gardening"", ""Eric"", ""swede"", ""desert""]]}",13
lgp-test-2x5-14,"{""header"": [""House"", ""Flower"", ""Genre"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""carnations"", ""mystery"", ""grilled cheese"", ""Eric""], [""2"", ""daffodils"", ""science fiction"", ""pizza"", ""Arnold""]]}",9
lgp-test-6x3-19,,72
lgp-test-6x4-4,"{""header"": [""House"", ""Drink"", ""Hobby"", ""Model"", ""Name""], ""rows"": [[""1"", ""root beer"", ""knitting"", ""toyota camry"", ""Peter""], [""2"", ""coffee"", ""cooking"", ""honda civic"", ""Carol""], [""3"", ""boba tea"", ""painting"", ""bmw 3 series"", ""Bob""], [""4"", ""tea"", ""woodworking"", ""ford f150"", ""Arnold""], [""5"", ""milk"", ""photography"", ""chevrolet silverado"", ""Alice""], [""6"", ""water"", ""gardening"", ""tesla model 3"", ""Eric""]]}",32
lgp-test-3x3-4,"{""header"": [""House"", ""Drink"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""water"", ""gardening"", ""Arnold""], [""2"", ""tea"", ""photography"", ""Eric""], [""3"", ""milk"", ""cooking"", ""Peter""]]}",10
lgp-test-5x3-1,"{""header"": [""House"", ""Genre"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""pop"", ""spaghetti"", ""Alice""], [""2"", ""rock"", ""stir fry"", ""Peter""], [""3"", ""classical"", ""pizza"", ""Eric""], [""4"", ""hip hop"", ""stew"", ""Bob""], [""5"", ""jazz"", ""grilled cheese"", ""Arnold""]]}",16
lgp-test-3x2-9,"{""header"": [""House"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""cooking"", ""Arnold""], [""2"", ""photography"", ""Eric""], [""3"", ""gardening"", ""Peter""]]}",7
lgp-test-3x3-27,"{""header"": [""House"", ""Drink"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""tea"", ""photography"", ""Eric""], [""2"", ""water"", ""cooking"", ""Arnold""], [""3"", ""milk"", ""gardening"", ""Peter""]]}",10
lgp-test-6x3-30,"{""header"": [""House"", ""Color"", ""Model"", ""Name""], ""rows"": [[""1"", ""blue"", ""huawei p50"", ""Peter""], [""2"", ""purple"", ""xiaomi mi 11"", ""Alice""], [""3"", ""white"", ""iphone 13"", ""Carol""], [""4"", ""red"", ""samsung galaxy s21"", ""Arnold""], [""5"", ""green"", ""google pixel 6"", ""Bob""], [""6"", ""yellow"", ""oneplus 9"", ""Eric""]]}",114
lgp-test-4x5-15,"{""header"": [""House"", ""Animal"", ""Color"", ""Name"", ""Pet"", ""Sport""], ""rows"": [[""1"", ""cat"", ""black"", ""Eric"", ""cat"", ""swimming""], [""2"", ""fish"", ""red"", ""Alice"", ""bird"", ""tennis""], [""3"", ""bird"", ""brown"", ""Arnold"", ""dog"", ""soccer""], [""4"", ""horse"", ""blonde"", ""Peter"", ""fish"", ""basketball""]]}",21
lgp-test-4x6-18,"{""header"": [""House"", ""Color"", ""Education"", ""Genre"", ""Lunch"", ""Name"", ""Sport""], ""rows"": [[""1"", ""blonde"", ""master"", ""romance"", ""stew"", ""Arnold"", ""swimming""], [""2"", ""brown"", ""associate"", ""mystery"", ""pizza"", ""Eric"", ""soccer""], [""3"", ""black"", ""bachelor"", ""science fiction"", ""spaghetti"", ""Alice"", ""basketball""], [""4"", ""red"", ""high school"", ""fantasy"", ""grilled cheese"", ""Peter"", ""tennis""]]}",25
lgp-test-6x3-5,"{""header"": [""House"", ""Color"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""purple"", ""Eric"", ""chinese""], [""2"", ""white"", ""Carol"", ""brit""], [""3"", ""red"", ""Alice"", ""norwegian""], [""4"", ""green"", ""Bob"", ""german""], [""5"", ""blue"", ""Peter"", ""dane""], [""6"", ""yellow"", ""Arnold"", ""swede""]]}",21
lgp-test-6x6-8,,0
lgp-test-2x4-3,"{""header"": [""House"", ""Drink"", ""Education"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""tea"", ""associate"", ""Arnold"", ""beach""], [""2"", ""water"", ""high school"", ""Eric"", ""mountain""]]}",9
lgp-test-2x3-0,"{""header"": [""House"", ""Child"", ""House"", ""Name""], ""rows"": [[""1"", ""Bella"", ""colonial"", ""Eric""], [""2"", ""Fred"", ""victorian"", ""Arnold""]]}",7
lgp-test-5x2-8,"{""header"": [""House"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""painting"", ""Peter""], [""2"", ""photography"", ""Arnold""], [""3"", ""cooking"", ""Eric""], [""4"", ""knitting"", ""Alice""], [""5"", ""gardening"", ""Bob""]]}",11
lgp-test-4x6-32,"{""header"": [""House"", ""Flower"", ""Hobby"", ""Lunch"", ""Model"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""carnations"", ""gardening"", ""grilled cheese"", ""honda civic"", ""Alice"", ""artist""], [""2"", ""lilies"", ""cooking"", ""pizza"", ""tesla model 3"", ""Arnold"", ""doctor""], [""3"", ""roses"", ""photography"", ""stew"", ""toyota camry"", ""Eric"", ""teacher""], [""4"", ""daffodils"", ""painting"", ""spaghetti"", ""ford f150"", ""Peter"", ""engineer""]]}",25
lgp-test-6x3-13,"{""header"": [""House"", ""Genre"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""mystery"", ""Carol"", ""doctor""], [""2"", ""science fiction"", ""Bob"", ""artist""], [""3"", ""historical fiction"", ""Eric"", ""nurse""], [""4"", ""fantasy"", ""Alice"", ""lawyer""], [""5"", ""biography"", ""Arnold"", ""teacher""], [""6"", ""romance"", ""Peter"", ""engineer""]]}",61
lgp-test-4x6-23,"{""header"": [""House"", ""Color"", ""Model"", ""Name"", ""Nationalitie"", ""Smoothie"", ""Sport""], ""rows"": [[""1"", ""red"", ""iphone 13"", ""Peter"", ""swede"", ""cherry"", ""soccer""], [""2"", ""green"", ""oneplus 9"", ""Arnold"", ""norwegian"", ""dragonfruit"", ""tennis""], [""3"", ""white"", ""google pixel 6"", ""Eric"", ""brit"", ""desert"", ""basketball""], [""4"", ""yellow"", ""samsung galaxy s21"", ""Alice"", ""dane"", ""watermelon"", ""swimming""]]}",26
lgp-test-2x5-2,"{""header"": [""House"", ""Genre"", ""Hobby"", ""Model"", ""Name"", ""Pet""], ""rows"": [[""1"", ""rock"", ""photography"", ""ford f150"", ""Arnold"", ""dog""], [""2"", ""pop"", ""gardening"", ""tesla model 3"", ""Eric"", ""cat""]]}",11
lgp-test-4x2-13,"{""header"": [""House"", ""Animal"", ""Name""], ""rows"": [[""1"", ""cat"", ""Arnold""], [""2"", ""horse"", ""Alice""], [""3"", ""bird"", ""Peter""], [""4"", ""fish"", ""Eric""]]}",9
lgp-test-3x3-0,"{""header"": [""House"", ""Education"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""high school"", ""Peter"", ""teacher""], [""2"", ""associate"", ""Arnold"", ""engineer""], [""3"", ""bachelor"", ""Eric"", ""doctor""]]}",14
lgp-test-5x5-3,"{""header"": [""House"", ""Flower"", ""Model"", ""Name"", ""Occupation"", ""Smoothie""], ""rows"": [[""1"", ""tulips"", ""ford f150"", ""Alice"", ""doctor"", ""watermelon""], [""2"", ""carnations"", ""toyota camry"", ""Bob"", ""lawyer"", ""lime""], [""3"", ""daffodils"", ""tesla model 3"", ""Peter"", ""teacher"", ""desert""], [""4"", ""lilies"", ""bmw 3 series"", ""Arnold"", ""artist"", ""cherry""], [""5"", ""roses"", ""honda civic"", ""Eric"", ""engineer"", ""dragonfruit""]]}",28
lgp-test-5x2-9,"{""header"": [""House"", ""Month"", ""Name""], ""rows"": [[""1"", ""mar"", ""Peter""], [""2"", ""feb"", ""Alice""], [""3"", ""april"", ""Eric""], [""4"", ""sept"", ""Bob""], [""5"", ""jan"", ""Arnold""]]}",23
lgp-test-5x6-6,"{""header"": [""House"", ""Color"", ""Education"", ""Lunch"", ""Model"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""white"", ""high school"", ""spaghetti"", ""iphone 13"", ""Peter"", ""camping""], [""2"", ""blue"", ""bachelor"", ""stir fry"", ""huawei p50"", ""Bob"", ""mountain""], [""3"", ""yellow"", ""doctorate"", ""pizza"", ""samsung galaxy s21"", ""Eric"", ""city""], [""4"", ""green"", ""master"", ""stew"", ""oneplus 9"", ""Alice"", ""cruise""], [""5"", ""red"", ""associate"", ""grilled cheese"", ""google pixel 6"", ""Arnold"", ""beach""]]}",95
